Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152806;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;30/03/2010;31/03/2010 a 31/03/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.858.333;-517.275;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152807;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;30/03/2010;31/03/2010 a 31/03/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.898.889;-51.799.722;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152808;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;30/03/2010;31/03/2010 a 31/03/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.905;-51.809.444;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152809;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;30/03/2010;31/03/2010 a 31/03/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.907.778;-51.813.889;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152810;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;30/03/2010;31/03/2010 a 31/03/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.926.389;-51.841.944;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152811;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;30/03/2010;31/03/2010 a 31/03/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.935.556;-51.854.722;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152812;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;30/03/2010;31/03/2010 a 31/03/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.935.556;-51.854.722;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Destinado a laborat�_rio
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152813;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;30/03/2010;31/03/2010 a 31/03/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.935.556;-51.854.722;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152814;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;30/03/2010;31/03/2010 a 31/03/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.977.778;-51.909.167;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Destinado a laborat�_rio
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152815;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;30/03/2010;31/03/2010 a 31/03/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.020.556;-519.575;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152816;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;30/03/2010;31/03/2010 a 31/03/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.031.389;-51.969.167;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152817;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;30/03/2010;31/03/2010 a 31/03/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.034.722;-519.725;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152818;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;30/03/2010;31/03/2010 a 31/03/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.096.389;-52.032.778;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152819;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;30/03/2010;31/03/2010 a 31/03/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.114.722;-52.050.556;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Destinado a laborat�_rio
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152820;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;26/02/2010;27/02/2010 a 27/02/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.598.056;-51.293.889;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152821;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;26/02/2010;27/02/2010 a 27/02/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.626.111;-51.333.056;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152822;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;26/02/2010;27/02/2010 a 27/02/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.695.556;-51.428.611;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152823;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;26/02/2010;27/02/2010 a 27/02/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.766.111;-51.547.222;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152824;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;26/02/2010;27/02/2010 a 27/02/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-318.325;-51.675.278;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152825;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.661.667;-51.380.556;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152826;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.706.111;-51.443.611;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152827;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.724.722;-51.473.333;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152828;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.733.056;-51.487.222;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152829;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Eretmochelys imbricata imbricata;Tartaruga-de-pente;Eretmochelys imbricata;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Eretmochelys;Eretmochelys imbricata;Esp̩cie Amea̤ada;Criticamente em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.765.833;-51.546.944;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152830;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.780.278;-515.725;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152831;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.783.056;-51.578.056;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152832;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.786.944;-51.584.444;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152833;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.799.722;-516.075;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152834;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.805.278;-51.617.222;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152835;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.806.944;-51.621.389;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;152836;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/01/2010;28/01/2010 a 28/01/2010;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.816.111;-51.641.111;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
